,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
1950,GUAVA-85,com.google.common.base.CaseFormat,9,292,106954,2332,45,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
1951,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,1,279,92355,8425,6,0,0,0,26,19,73.07692,22,9,40.909092,6,0,0.0,0,0.0,6,120,2
1952,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,7,303,88265,15187,7,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668,19,120,2
1953,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,5,315,102748,18261,22,0,0,0,68,45,66.17647,44,31,70.454544,29,22,75.86207,22,75.86207,7,120,2
1954,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,6,301,115698,34514,142,0,137,0,518,151,29.150578,410,49,11.95122,134,0,0.0,0,0.0,134,120,2
1955,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,9,301,114449,36486,92,0,19,0,518,389,75.09653,410,247,60.243904,24,0,0.0,0,0.0,24,120,2
1956,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,6,306,114400,26810,144,0,4,0,185,160,86.48649,108,79,73.14815,14,0,0.0,0,0.0,14,120,2
1957,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,6,294,112568,21125,64,0,2,0,78,74,94.871796,56,43,76.78571,5,0,0.0,0,0.0,5,120,2
1958,SEATA-6,io.seata.core.rpc.RpcContext,8,299,108721,10447,40,0,3,0,85,81,95.29412,32,30,93.75,1,0,0.0,0,0.0,1,120,2
1959,GUAVA-21,com.google.common.base.internal.Finalizer,4,309,126029,1115,2,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
1960,SPOON-101,spoon.reflect.visitor.PrintingContext,6,318,102661,9029,17,0,0,0,34,28,82.35294,24,12,50.0,4,0,0.0,0,0.0,4,120,2
1961,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,10,298,98925,9915,11,0,0,0,26,21,80.769226,20,17,85.0,4,0,0.0,0,0.0,4,120,2
1962,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,9,284,108448,26045,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
1963,SPOON-19,spoon.reflect.visitor.filter.LineFilter,3,306,113597,213018,6,0,0,0,22,18,81.818184,16,9,56.25,4,0,0.0,0,0.0,4,120,2
1964,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,6,300,102978,17698,24,0,0,0,198,56,28.282827,126,34,26.984129,102,0,0.0,0,0.0,102,120,2
1965,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,5,292,90089,25183,1,0,0,0,45,4,8.888889,18,0,0.0,29,1,3.4482758,1,3.4482758,28,120,2
1966,GUAVA-174,com.google.common.collect.TopKSelector,1,281,89478,5777,18,0,0,0,79,46,58.227848,36,15,41.666664,29,0,0.0,0,0.0,29,120,2
1967,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,4,316,114790,20597,106,0,0,0,947,226,23.864838,570,94,16.491228,145,0,0.0,0,0.0,145,120,2
1968,SPOON-163,spoon.pattern.internal.node.MapEntryNode,10,289,102322,11074,15,0,2,0,38,28,73.68421,20,11,55.0,7,0,0.0,0,0.0,7,120,2
1969,GUAVA-110,com.google.common.math.IntMath,1,297,96000,2960,149,0,0,0,180,176,97.77778,164,157,95.731705,126,126,100.0,126,100.0,0,120,2
1970,SPOON-11,spoon.reflect.factory.TypeFactory,1,283,105641,4539,6,0,0,0,217,90,41.474655,70,19,27.142859,71,0,0.0,0,0.0,71,120,2
1971,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,4,305,101981,18467,22,0,0,0,68,50,73.52941,44,30,68.181816,29,23,79.31035,23,79.31035,6,120,2
1972,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,4,291,166444,9635,46,0,0,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,120,2
1973,GUAVA-71,com.google.common.collect.SparseImmutableTable,8,285,108179,7867,2,0,0,0,63,24,38.095238,14,6,42.857143,9,0,0.0,0,0.0,9,120,2
1974,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,8,300,86840,6791,5,0,0,0,24,22,91.66667,4,4,100.0,6,6,100.0,6,100.0,0,120,2
1975,FASTJSON-59,com.alibaba.fastjson.asm.Type,2,301,95847,3872,62,0,0,0,93,89,95.69892,62,58,93.548386,78,73,93.589745,65,83.33333,13,120,2
1976,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,7,306,92558,16158,12,0,0,0,35,16,45.714287,20,7,35.0,20,12,60.000004,12,60.000004,8,120,2
1977,GUAVA-197,com.google.common.primitives.Booleans,8,287,91815,2447,56,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,120,2
1978,FASTJSON-39,com.alibaba.fastjson.serializer.StringCodec,8,305,95991,17822,17,0,0,0,45,38,84.44444,20,17,85.0,29,24,82.75862,24,82.75862,5,120,2
1979,GUAVA-174,com.google.common.collect.TopKSelector,7,288,114254,11694,38,0,0,0,79,63,79.74683,36,23,63.88889,68,53,77.94118,53,77.94118,15,120,2
1980,SPOON-167,spoon.support.reflect.CtExtendedModifier,6,304,81743,1724,15,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
1981,GUAVA-21,com.google.common.base.internal.Finalizer,8,298,111057,3877,2,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
1982,SEATA-4,io.seata.core.protocol.MessageFuture,1,319,97909,1585,14,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,120,2
1983,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,10,308,86815,5032,20,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,120,2
1984,GUAVA-174,com.google.common.collect.TopKSelector,2,290,90026,5782,9,0,0,0,79,41,51.898735,36,16,44.444447,68,33,48.52941,33,48.52941,35,120,2
1985,GUAVA-197,com.google.common.primitives.Booleans,9,288,94200,2999,56,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,120,2
1986,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,9,300,99223,11041,35,0,3,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,120,2
1987,SEATA-19,io.seata.core.protocol.RegisterRMRequest,10,315,47207,22,0,0,0,0,62,0,0.0,26,0,0.0,0,0,0.0,0,0.0,0,120,0
1988,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,10,296,83726,7487,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0,0,120,2
1989,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,7,289,86142,5248,19,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,120,2
1990,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,4,291,108650,24899,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
1991,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,4,301,112665,23458,38,0,0,0,82,73,89.02439,20,16,80.0,4,0,0.0,0,0.0,4,120,2
1992,GUAVA-45,com.google.common.primitives.Shorts,2,293,94039,3193,85,0,0,0,103,102,99.02912,68,68,100.0,133,133,100.0,133,100.0,0,120,2
1993,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,5,319,92906,32065,9,0,4,0,68,22,32.352943,24,5,20.833332,22,5,22.727274,5,22.727274,17,120,2
1994,GUAVA-85,com.google.common.base.CaseFormat,8,301,105057,2087,38,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
1995,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,2,293,101270,10978,35,0,3,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,120,2
1996,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,10,299,97883,9917,3,0,0,0,15,10,66.66667,8,3,37.5,6,4,66.66667,4,66.66667,2,120,2
1997,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,1,258,102094,18727,26,0,0,0,198,59,29.79798,126,36,28.57143,99,0,0.0,0,0.0,99,120,2
1998,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,3,317,241009,24,0,0,0,0,45,0,0.0,18,0,0.0,0,0,0.0,0,0.0,0,120,0
1999,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,4,299,113160,201518,14,0,2,0,76,39,51.315792,40,18,45.0,20,0,0.0,0,0.0,20,120,2
2000,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,4,302,85461,7089,5,0,0,0,24,22,91.66667,4,4,100.0,6,6,100.0,6,100.0,0,120,2
2001,SEATA-15,io.seata.core.rpc.netty.RpcServer,10,293,101811,27625,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
2002,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,9,304,94357,31975,13,0,4,0,68,26,38.235294,24,6,25.0,22,6,27.272728,6,27.272728,16,120,2
2003,SPOON-13,spoon.support.reflect.code.CtForImpl,10,294,103573,12442,6,0,0,0,58,20,34.482758,26,5,19.23077,27,0,0.0,0,0.0,27,120,2
2004,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,1,309,115570,195523,13,0,2,0,76,36,47.368423,40,17,42.5,21,0,0.0,0,0.0,21,120,2
2005,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,8,289,113674,0,16,0,0,0,25,0,0.0,8,0,0.0,15,0,0.0,0,0.0,15,120,2
2006,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,5,300,90115,4830,2,0,0,0,15,9,60.000004,8,3,37.5,3,0,0.0,0,0.0,3,120,2
2007,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,5,297,115111,14555,27,0,2,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0,2,120,2
2008,SEATA-8,io.seata.core.protocol.MergedWarpMessage,2,296,93482,7988,12,0,0,0,46,28,60.869564,14,9,64.28571,8,0,0.0,0,0.0,8,120,2
2009,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,6,303,98628,11133,34,0,3,0,88,88,100.0,22,20,90.909096,30,30,100.0,30,100.0,0,120,2
2010,FASTJSON-59,com.alibaba.fastjson.asm.Type,3,316,96331,3954,61,0,0,0,93,93,100.0,62,61,98.3871,78,78,100.0,66,84.61539,12,120,2
2011,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,6,292,114758,52716,18,0,5,0,60,34,56.666668,36,18,50.0,12,0,0.0,0,0.0,12,120,2
2012,SPOON-19,spoon.reflect.visitor.filter.LineFilter,1,239,95995,156423,1,0,0,0,22,6,27.272728,16,2,12.5,13,0,0.0,0,0.0,13,120,2
2013,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,10,317,121069,17441,6,0,0,0,19,6,31.578945,18,10,55.555557,15,9,60.000004,9,60.000004,6,120,2
2014,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,10,562,88944,16068,5,0,0,0,24,22,91.66667,4,4,100.0,0,0,0.0,0,0.0,0,120,2
2015,GUAVA-71,com.google.common.collect.SparseImmutableTable,3,321,125651,7631,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,120,2
2016,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,9,297,117866,184239,53,0,2,0,78,72,92.30769,56,47,83.92857,8,0,0.0,0,0.0,8,120,2
2017,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,9,307,87265,5238,19,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,120,2
2018,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,9,316,104840,18741,28,0,0,0,198,77,38.88889,126,46,36.50794,83,0,0.0,0,0.0,83,120,2
2019,SPOON-101,spoon.reflect.visitor.PrintingContext,5,295,107504,9849,19,0,0,0,34,22,64.70589,24,13,54.166668,34,25,73.52941,25,73.52941,9,120,2
2020,GUAVA-45,com.google.common.primitives.Shorts,6,291,99194,3192,94,0,0,0,103,102,99.02912,68,68,100.0,133,133,100.0,133,100.0,0,120,2
2021,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,8,315,84157,7429,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0,0,120,2
2022,GUAVA-78,com.google.common.collect.Queues,3,303,98026,6347,22,0,0,0,75,39,52.0,26,12,46.153847,56,31,55.35714,31,55.35714,25,120,2
2023,GUAVA-6,com.google.common.base.Throwables,3,295,213246,12,0,0,0,0,92,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,120,0
2024,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,6,309,88267,15947,7,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668,19,120,2
2025,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,10,296,166002,11685,45,0,0,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,120,2
2026,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,7,299,82912,49954,5,0,4,0,25,18,72.0,8,3,37.5,7,5,71.42857,5,71.42857,2,120,2
2027,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,2,300,85559,6517,5,0,0,0,24,22,91.66667,4,4,100.0,6,6,100.0,6,100.0,0,120,2
2028,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,6,290,10108,23550,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,120,2
2029,GUAVA-85,com.google.common.base.CaseFormat,4,298,91502,2249,28,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
2030,SEATA-16,io.seata.core.store.StoreMode,4,290,77076,1322,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
2031,GUAVA-21,com.google.common.base.internal.Finalizer,1,286,111335,1145,2,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,120,2
2032,SEATA-19,io.seata.core.protocol.RegisterRMRequest,2,287,97860,5249,27,0,0,0,62,62,100.0,26,26,100.0,0,0,0.0,0,0.0,0,120,2
2033,GUAVA-78,com.google.common.collect.Queues,9,294,95972,5752,30,0,0,0,75,43,57.333332,26,16,61.538464,56,35,62.5,35,62.5,21,120,2
2034,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,1,280,114653,18670,29,0,0,0,1364,716,52.49267,398,176,44.221107,404,202,50.0,202,50.0,202,120,2
2035,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,3,290,115277,53942,19,0,5,0,60,27,45.0,36,18,50.0,12,0,0.0,0,0.0,12,120,2
2036,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,7,309,114457,29208,57,0,51,0,518,147,28.37838,410,44,10.731708,136,0,0.0,0,0.0,136,120,2
2037,SEATA-6,io.seata.core.rpc.RpcContext,1,280,103974,514,1,0,0,0,85,0,0.0,32,0,0.0,30,0,0.0,0,0.0,30,120,2
2038,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,4,698,118441,14897,86,0,0,0,391,331,84.65473,270,192,71.111115,31,0,0.0,0,0.0,31,120,2
2039,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,9,299,113470,22207,96,0,2,0,185,163,88.10811,108,92,85.18519,13,0,0.0,0,0.0,13,120,2
2040,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,8,295,93393,15891,12,0,0,0,35,17,48.57143,20,8,40.0,20,12,60.000004,12,60.000004,8,120,2
2041,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,7,287,99499,11494,35,0,3,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,120,2
2042,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,1,284,86424,15271,7,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668,19,120,2
2043,SEATA-16,io.seata.core.store.StoreMode,2,288,77098,1322,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0,0,120,2
2044,SPOON-157,spoon.support.DefaultCoreFactory,3,293,112423,10434,43,0,0,0,429,66,15.384616,160,20,12.5,162,0,0.0,0,0.0,162,120,2
2045,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,2,303,94144,31944,12,0,6,0,68,23,33.82353,24,4,16.666668,22,5,22.727274,5,22.727274,17,120,2
2046,SEATA-4,io.seata.core.protocol.MessageFuture,3,287,97128,1497,15,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,120,2
2047,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,3,318,112638,15719,79,0,0,0,391,328,83.88747,270,202,74.81481,35,0,0.0,0,0.0,35,120,2
2048,SPOON-19,spoon.reflect.visitor.filter.LineFilter,6,294,146235,214116,8,0,0,0,22,13,59.090908,16,6,37.5,8,0,0.0,0,0.0,8,120,2
2049,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,5,301,115446,34922,147,0,146,0,518,142,27.413126,410,46,11.219512,139,0,0.0,0,0.0,139,120,2
2050,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,7,297,97583,10964,35,0,3,0,95,93,97.89474,32,30,93.75,42,40,95.2381,40,95.2381,2,120,2
2051,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,6,307,87302,6396,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0,12,120,2
2052,SPOON-163,spoon.pattern.internal.node.MapEntryNode,6,320,101643,9896,14,0,2,0,38,16,42.105263,20,3,15.000001,17,0,0.0,0,0.0,17,120,2
2053,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,5,292,116399,23999,182,0,0,0,947,231,24.392818,570,106,18.59649,143,0,0.0,0,0.0,143,120,2
2054,SPOON-167,spoon.support.reflect.CtExtendedModifier,1,302,81250,1717,15,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0,0,120,2
2055,GUAVA-85,com.google.common.base.CaseFormat,3,294,106904,2394,51,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
2056,GUAVA-85,com.google.common.base.CaseFormat,6,291,107253,2454,50,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,120,2
2057,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,7,301,115032,197624,14,0,2,0,25,18,72.0,8,6,75.0,6,0,0.0,0,0.0,6,120,2
2058,GUAVA-249,com.google.common.io.FileBackedOutputStream,9,289,89986,5361,24,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,120,2
2059,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,2,296,93688,7080,12,0,0,0,43,37,86.04651,12,8,66.66667,4,0,0.0,0,0.0,4,120,2
2060,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,7,296,112779,153216,10,0,2,0,76,20,26.31579,40,6,15.000001,39,11,28.20513,11,28.20513,28,120,2
2061,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,3,296,113929,147964,11,0,0,0,76,28,36.842106,40,13,32.5,23,0,0.0,0,0.0,23,120,2
2062,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,9,304,84391,7467,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0,0,120,2
2063,GUAVA-110,com.google.common.math.IntMath,5,311,96662,2930,142,0,0,0,180,175,97.22222,164,156,95.12195,126,126,100.0,126,100.0,0,120,2
2064,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,4,313,102184,17166,24,0,0,0,198,61,30.808083,126,37,29.36508,98,0,0.0,0,0.0,98,120,2
2065,SEATA-4,io.seata.core.protocol.MessageFuture,5,307,83061,1527,16,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,120,2
2066,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,2,298,107974,24925,2,0,2,0,211,4,1.8957347,88,2,2.2727273,73,0,0.0,0,0.0,73,120,2
2067,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,7,296,119961,15163,77,0,2,0,391,338,86.445015,270,197,72.96297,29,0,0.0,0,0.0,29,120,2
2068,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,8,307,101873,4359,3,0,0,0,80,8,10.0,36,2,5.555556,47,0,0.0,0,0.0,47,120,2
2069,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,2,296,124932,16729,159,0,2,0,391,311,79.53964,270,182,67.4074,50,0,0.0,0,0.0,50,120,2
2070,FASTJSON-59,com.alibaba.fastjson.asm.Type,8,295,96845,3404,62,0,0,0,93,93,100.0,62,60,96.77419,78,78,100.0,67,85.89743,11,120,2
2071,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,1,320,88150,3328,29,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,45,61.643833,28,120,2
2072,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,7,292,122496,11,0,0,0,0,110,0,0.0,26,0,0.0,0,0,0.0,0,0.0,0,120,0
2073,SPOON-19,spoon.reflect.visitor.filter.LineFilter,9,298,113988,218774,6,0,0,0,22,14,63.636364,16,7,43.75,6,0,0.0,0,0.0,6,120,2
2074,SPOON-19,spoon.reflect.visitor.filter.LineFilter,5,288,95821,4826,1,0,0,0,22,6,27.272728,16,2,12.5,13,0,0.0,0,0.0,13,120,2
2075,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,9,298,95513,48275,2,0,0,0,15,12,80.0,8,6,75.0,0,0,0.0,0,0.0,0,120,2
2076,SEATA-6,io.seata.core.rpc.RpcContext,6,289,107954,10710,46,0,3,0,85,81,95.29412,32,30,93.75,1,0,0.0,0,0.0,1,120,2
2077,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,10,283,91779,641,1,0,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,120,2
2078,SPOON-13,spoon.support.reflect.code.CtForImpl,5,292,119945,204724,9,0,0,0,58,54,93.10345,26,21,80.769226,4,0,0.0,0,0.0,4,120,2
2079,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,10,293,113797,170698,11,0,2,0,76,22,28.947369,40,7,17.5,27,0,0.0,0,0.0,27,120,2
2080,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,8,292,120501,37039,16,0,1,0,110,60,54.545456,26,11,42.307693,41,27,65.85366,27,65.85366,14,120,2
2081,GUAVA-153,com.google.common.collect.ReverseOrdering,3,303,108167,7329,3,0,0,0,21,6,28.57143,4,0,0.0,14,0,0.0,0,0.0,14,120,2
2082,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,5,288,86765,5005,20,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,120,2
2083,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,10,290,98233,8806,4,0,0,0,26,22,84.61539,22,11,50.0,3,0,0.0,0,0.0,3,120,2
2084,SPOON-13,spoon.support.reflect.code.CtForImpl,1,293,96571,20,0,0,0,0,58,0,0.0,26,0,0.0,0,0,0.0,0,0.0,0,120,0
2085,SPOON-13,spoon.support.reflect.code.CtForImpl,7,307,123272,49305,11,0,1,0,58,49,84.48276,26,17,65.38461,7,0,0.0,0,0.0,7,120,2
2086,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,1,296,133461,21173,78,0,0,0,192,99,51.5625,106,49,46.226414,51,0,0.0,0,0.0,51,120,2
2087,GUAVA-110,com.google.common.math.IntMath,2,287,96523,2680,140,0,0,0,180,176,97.77778,164,157,95.731705,126,126,100.0,126,100.0,0,120,2
2088,SEATA-15,io.seata.core.rpc.netty.RpcServer,4,298,104071,27685,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,120,2
2089,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,1,310,117312,15000,80,0,0,0,391,331,84.65473,270,198,73.333336,31,0,0.0,0,0.0,31,120,2
2090,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,10,295,86423,6944,4,0,0,0,28,26,92.85714,14,10,71.42857,2,0,0.0,0,0.0,2,120,2
2091,SEATA-6,io.seata.core.rpc.RpcContext,5,297,106697,510,1,0,0,0,85,0,0.0,32,0,0.0,30,0,0.0,0,0.0,30,120,2
2092,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,1,287,97798,10854,34,0,3,0,88,86,97.72727,22,22,100.0,30,30,100.0,30,100.0,0,120,2
2093,GUAVA-71,com.google.common.collect.SparseImmutableTable,10,306,82299,5626,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,120,2
2094,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,10,316,115883,18302,31,0,0,0,1364,557,40.835777,398,138,34.673367,404,151,37.376236,151,37.376236,253,120,2
2095,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,2,298,129545,68707,21,0,3,0,110,41,37.272728,26,4,15.384616,41,13,31.707317,13,31.707317,28,120,2
2096,SPOON-163,spoon.pattern.internal.node.MapEntryNode,3,299,112909,23416,23,0,0,0,38,28,73.68421,20,11,55.0,7,0,0.0,0,0.0,7,120,2
2097,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,7,317,89421,3379,32,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,49,67.12329,24,120,2
2098,GUAVA-197,com.google.common.primitives.Booleans,2,302,91227,2825,56,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,120,2
2099,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,3,314,92256,31537,11,0,6,0,68,18,26.470589,24,2,8.333334,22,4,18.181818,4,18.181818,18,120,2
2100,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,6,286,113441,11620,28,0,1,0,26,25,96.15385,20,19,95.0,1,0,0.0,0,0.0,1,120,2
2101,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,6,301,93398,30998,10,0,5,0,68,28,41.17647,24,7,29.166666,22,6,27.272728,6,27.272728,16,120,2
2102,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,7,319,113001,24180,44,0,2,0,82,75,91.46342,20,17,85.0,6,0,0.0,0,0.0,6,120,2
2103,SPOON-11,spoon.reflect.factory.TypeFactory,3,313,109291,40877,5,0,0,0,217,102,47.00461,70,23,32.857143,70,0,0.0,0,0.0,70,120,2
2104,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,4,288,114333,18019,31,0,0,0,1364,611,44.79472,398,142,35.678394,404,173,42.82178,173,42.82178,231,120,2
2105,GUAVA-174,com.google.common.collect.TopKSelector,3,293,94406,6070,17,0,0,0,79,44,55.6962,36,13,36.11111,68,41,60.294117,41,60.294117,27,120,2
